"Utility.ID","Plant.Code","Prime.Mover","Energy.Source.1","Technology","Nameplate.Capacity","Operating.Year.avg","Operating.Year.max","Operating.Year.min","Net.Generation..Megawatthours.","cap_fac"
5519,50627,"ST","OG","Other Gases",17.7,1986.5,1987,1986,53585.881,0.345599418259681
55269,1060,"ST","NUC","Nuclear",679.5,1975,1975,1975,4702665,0.790042537320955
5529,6220,"IC","DFO","Petroleum Liquids",6.4,1993,2011,1970,36.26,0.000646760844748858
5530,10805,"CA","NG","Natural Gas Fired Combined Cycle",6.8,1989,1989,1989,12558.874,0.210832561106634
5530,10805,"CT","NG","Natural Gas Fired Combined Cycle",22,1989,1989,1989,116679.21,0.605433841843088
55307,10682,"CA","NG","Natural Gas Fired Combined Cycle",165,1995.33333333333,2002,1990,15361,0.0106275079562751
55307,10682,"CT","NG","Natural Gas Fired Combined Cycle",108.4,1995.5,1999,1990,15330,0.0161439114391144
55307,10682,"GT","NG","Natural Gas Fired Combustion Turbine",23.8,1990,1990,1990,1101,0.0052808794750777
5532,55951,"GT","NG","Natural Gas Fired Combustion Turbine",60.5,2003,2003,2003,6466,0.0122004603947319
5533,10776,"GT","NG","Natural Gas Fired Combustion Turbine",48.5,1990,1990,1990,162322,0.382059972696888
55397,56649,"WT","WND","Onshore Wind Turbine",101.2,2009,2009,2009,338265,0.381568439005902
554,1122,"ST","NG","Natural Gas Steam Turbine",108.8,1975,1982,1968,197540.18,0.207263316713672
554,6463,"GT","DFO","Petroleum Liquids",78.7,1988.5,2005,1972,453,0.000657081687002837
55510,55048,"CA","NG","Natural Gas Fired Combined Cycle",93.2,2000,2000,2000,403773,0.494558028102769
55510,55048,"CT","NG","Natural Gas Fired Combined Cycle",179.3,2000,2000,2000,732026,0.466060300458149
55600,54415,"ST","WDS","Wood/Wood Waste Biomass",44,1993,1993,1993,137064.71,0.355605827106683
5563,7865,"IC","DFO","Petroleum Liquids",1.8,2001,2001,2001,19,0.00120497209538305
55649,55193,"CA","NG","Natural Gas Fired Combined Cycle",228,2002,2002,2002,1500667,0.751355343266843
55649,55193,"CT","NG","Natural Gas Fired Combined Cycle",500,2002,2002,2002,2675526,0.610850684931507
55696,56392,"WT","WND","Onshore Wind Turbine",50.6,2006,2006,2006,167626,0.378169725846915
55698,50010,"HY","WAT","Conventional Hydroelectric",6.2,1913.25,1917,1912,24014,0.442149064663426
55698,50011,"HY","WAT","Conventional Hydroelectric",102,1936,1936,1936,471673,0.52788186050676
55703,55799,"GT","NG","Natural Gas Fired Combustion Turbine",21.2,1995,1995,1995,114118,0.614489101404325
55704,56499,"HY","WAT","Conventional Hydroelectric",7.5,2004,2004,2004,52297,0.79599695585997
5571,376,"HY","WAT","Conventional Hydroelectric",23.6,1947.66666666667,1983,1930,100166,0.484511647705286
5571,537,"HY","WAT","Conventional Hydroelectric",10.8,1983,1983,1983,16549,0.174921782513107
5571,56036,"IC","OBG","Other Waste Biomass",6.6,1985,1985,1985,20418.179,0.353157932060329
5571,57696,"GT","OBG","Other Waste Biomass",4.6,2011,2011,2011,28292,0.702104427238436
55710,56500,"IC","NG","Natural Gas Internal Combustion Engine",117.6,2005,2005,2005,277851,0.269712165688193
55710,56500,"PV","SUN","Solar Photovoltaic",1,2007,2007,2007,2520.54,0.287732876712329
55711,10439,"ST","SUN","Solar Thermal without Energy Storage",34.2,1986,1986,1986,46582,0.155484792651339
55711,10440,"ST","SUN","Solar Thermal without Energy Storage",34.2,1986,1986,1986,49034,0.163669256855991
55711,10441,"ST","SUN","Solar Thermal without Energy Storage",34.2,1987,1987,1987,50142,0.16736761996315
55711,10442,"ST","SUN","Solar Thermal without Energy Storage",35,1988,1988,1988,40923,0.133473581213307
55711,10443,"ST","SUN","Solar Thermal without Energy Storage",35,1988,1988,1988,30480,0.099412915851272
55711,10444,"ST","SUN","Solar Thermal without Energy Storage",92,1989,1989,1989,140849,0.174767967043875
55711,10446,"ST","SUN","Solar Thermal without Energy Storage",92,1990,1990,1990,142867,0.177271937661306
55727,10072,"ST","OG","Other Gases",20,1982,1982,1982,78618.629,0.448736466894977
55728,55782,"WT","WND","Onshore Wind Turbine",1.5,2001,2001,2001,4506,0.342922374429224
55729,6018,"ST","BIT","Conventional Steam Coal",772,1981,1981,1981,3661504,0.541424752170724
55729,7158,"GT","NG","Natural Gas Fired Combustion Turbine",571.8,1992.16666666667,1993,1992,32369.128,0.00646223493541983
55734,56536,"WT","WND","Onshore Wind Turbine",50.4,2008,2008,2008,114889,0.260221877944481
55735,56537,"WT","WND","Onshore Wind Turbine",50.4,2008,2008,2008,115741,0.262151645285207
55736,56538,"WT","WND","Onshore Wind Turbine",5,2008,2008,2008,9505,0.217009132420091
55737,56555,"WT","WND","Onshore Wind Turbine",56.7,2007,2007,2007,121050,0.243712401246648
55738,54085,"ST","BLQ","Wood/Wood Waste Biomass",80,1968,1974,1964,201224.41,0.287135288242009
55738,55031,"GT","NG","Natural Gas Fired Combustion Turbine",163.5,1999.33333333333,2000,1999,169982.15,0.118681070476031
55739,10384,"ST","BIT","Conventional Steam Coal",114.8,1990,1990,1990,13018,0.0129448872766614
55740,54081,"ST","BIT","Conventional Steam Coal",229.6,1992,1992,1992,134978,0.0671099629293749
55744,56405,"ST","SUN","Solar Thermal without Energy Storage",75.7,2007,2007,2007,116887,0.176265057333985
55749,55349,"GT","NG","Natural Gas Fired Combustion Turbine",344,2002,2002,2002,481545.49,0.159799262636721
55753,10523,"HY","WAT","Conventional Hydroelectric",4.2,1987,1987,1987,12510,0.340019569471624
55754,10218,"HY","WAT","Conventional Hydroelectric",2.9,1988,1988,1988,9522,0.374822862541332
55754,10219,"HY","WAT","Conventional Hydroelectric",2.2,1989,1989,1989,12275,0.636934412619344
55754,10220,"HY","WAT","Conventional Hydroelectric",3,1990,1990,1990,11278,0.429147640791476
55754,10221,"HY","WAT","Conventional Hydroelectric",11.4,1990,1990,1990,43843,0.439027076824481
55754,10467,"HY","WAT","Conventional Hydroelectric",3.3,1987,1987,1987,15043,0.52037498270375
55754,54772,"HY","WAT","Conventional Hydroelectric",13.8,1994,1994,1994,59404,0.491396995566144
55754,54953,"HY","WAT","Conventional Hydroelectric",44,1995,1995,1995,168098,0.436119759236198
55759,50533,"WT","WND","Onshore Wind Turbine",19,1985,1985,1985,32833,0.197266282143715
55768,2378,"ST","BIT","Conventional Steam Coal",163.2,1964,1964,1964,85872.991,0.0600665003301549
55768,2378,"ST","RFO","Petroleum Liquids",176.4,1974,1974,1974,1857.204,0.00120186841860032
55772,56556,"GT","NG","Natural Gas Fired Combustion Turbine",120,2010,2010,2010,12518.52,0.0119087899543379
55773,55026,"CS","NG","Natural Gas Fired Combined Cycle",200,1999,1999,1999,594216,0.339164383561644
55785,56563,"WT","WND","Onshore Wind Turbine",199.5,2007,2007,2007,616321,0.352663050319864
55795,56572,"GT","LFG","Landfill Gas",5.5,2008,2008,2008,8829,0.183250311332503
55796,56571,"IC","LFG","Landfill Gas",3,2006,2006,2006,12945,0.492579908675799
55799,56605,"WT","WND","Onshore Wind Turbine",118.5,2007,2007,2007,456863,0.440112324913781
55799,56912,"WT","WND","Onshore Wind Turbine",40.5,2008,2008,2008,156668,0.441591972489994
5580,1384,"ST","BIT","Conventional Steam Coal",344,1967,1969,1965,644236.53,0.213787740920675
5580,54,"GT","NG","Natural Gas Fired Combustion Turbine",1055,2003.22222222222,2010,1999,222766.04,0.0241041831677812
5580,55164,"GT","NG","Natural Gas Fired Combustion Turbine",624,2002,2002,2002,52268,0.00956196581196581
5580,56277,"IC","LFG","Landfill Gas",4.8,2005.6,2016,2003,26720,0.635464231354642
5580,56278,"IC","LFG","Landfill Gas",2.4,2003,2003,2003,11715,0.557220319634703
5580,56279,"IC","LFG","Landfill Gas",4,2003.6,2006,2003,20998,0.59925799086758
5580,56280,"IC","LFG","Landfill Gas",2.4,2006,2006,2006,7188,0.34189497716895
5580,56327,"IC","LFG","Landfill Gas",3.2,2007,2007,2007,18184,0.648687214611872
5580,60137,"IC","LFG","Landfill Gas",1,2015,2015,2015,6186,0.706164383561644
5580,6041,"ST","BIT","Conventional Steam Coal",1608.5,1993,2009,1977,8494317,0.602841709922884
55810,54322,"HY","WAT","Conventional Hydroelectric",2.1,1946,1946,1946,8352,0.454011741682975
55810,54462,"HY","WAT","Conventional Hydroelectric",1.2,1921,1921,1921,2033,0.19339802130898
55832,56577,"WT","WND","Onshore Wind Turbine",1.3,2006,2006,2006,4577,0.401914295749912
55833,56562,"WT","WND","Onshore Wind Turbine",10,2007,2007,2007,28685,0.327454337899543
55834,56561,"WT","WND","Onshore Wind Turbine",10,2006,2006,2006,25436,0.290365296803653
55835,56560,"WT","WND","Onshore Wind Turbine",79.8,2008,2008,2008,249811,0.357358865199528
55836,56559,"WT","WND","Onshore Wind Turbine",10,2006,2006,2006,8214,0.0937671232876712
55837,56558,"WT","WND","Onshore Wind Turbine",10,2006,2006,2006,12265,0.140011415525114
55838,56557,"WT","WND","Onshore Wind Turbine",10,2006,2006,2006,8260,0.0942922374429224
55839,55429,"ST","BLQ","Wood/Wood Waste Biomass",88,2001,2001,2001,272839.26,0.353932207347447
55840,10839,"ST","WDS","Wood/Wood Waste Biomass",19.9,1988,1988,1988,125523,0.720055758243271
55846,50385,"CA","NG","Natural Gas Fired Combined Cycle",55,1993,1993,1993,104750.3,0.217414487339145
55846,50385,"CT","NG","Natural Gas Fired Combined Cycle",84,1993,1993,1993,262418.95,0.356625013589911
55847,56602,"WT","WND","Onshore Wind Turbine",63,2007,2007,2007,170880,0.309632528810611
55849,10252,"ST","BLQ","Wood/Wood Waste Biomass",50,2006,2006,2006,158028.63,0.36079595890411
55850,10502,"ST","WDS","Wood/Wood Waste Biomass",23,1990,1990,1990,0,0
55858,56113,"IC","LFG","Landfill Gas",9.8,2004.71428571429,2015,2003,58045,0.67613689311341
55858,56864,"IC","LFG","Landfill Gas",9.6,2005,2005,2005,60276,0.716752283105023
55858,56865,"IC","LFG","Landfill Gas",2.8,2001,2001,2001,7737,0.31543542074364
55858,56868,"IC","LFG","Landfill Gas",25.6,2003.83333333333,2012,2001,134874,0.601428724315069
55858,56869,"IC","LFG","Landfill Gas",27.2,2007.33333333333,2012,2001,155443,0.652376275852807
55858,56870,"IC","LFG","Landfill Gas",8,2007,2011,2003,41975,0.598958333333333
55858,56871,"IC","LFG","Landfill Gas",7,2003,2007,2002,42480,0.692759295499021
55858,59221,"IC","LFG","Landfill Gas",4.8,2013,2013,2013,16187,0.384964802130898
55858,59710,"IC","LFG","Landfill Gas",4.8,2013,2013,2013,27140,0.645452815829528
55861,56611,"ST","SUB","Conventional Steam Coal",1008,2013,2013,2013,4164199,0.471592443103573
55862,56613,"WT","WND","Onshore Wind Turbine",201,2007,2007,2007,592579,0.336547286399055
55863,10627,"ST","BLQ","Wood/Wood Waste Biomass",85,1959.33333333333,1962,1958,303833.42,0.408049180768198
55866,56614,"WT","WND","Onshore Wind Turbine",198,2007,2007,2007,565513,0.326041810802085
55867,10208,"ST","BLQ","Wood/Wood Waste Biomass",122.4,1974.33333333333,1982,1969,247228.68,0.230575588682962
55868,56618,"WT","WND","Onshore Wind Turbine",100.5,2008,2008,2008,175117,0.198910697653286
55868,56619,"WT","WND","Onshore Wind Turbine",81,2008,2008,2008,168823,0.237926320536671
55868,56620,"WT","WND","Onshore Wind Turbine",100.5,2008,2008,2008,204398,0.23217019923215
55868,56901,"WT","WND","Onshore Wind Turbine",97.5,2009,2009,2009,170107,0.199165203137806
55868,56902,"WT","WND","Onshore Wind Turbine",126,2009,2009,2009,264773,0.239882764369066
55868,56904,"WT","WND","Onshore Wind Turbine",106.5,2009,2009,2009,209629,0.224697193817394
55868,56905,"WT","WND","Onshore Wind Turbine",114,2009,2009,2009,240852,0.241180004806537
55873,56635,"WT","WND","Onshore Wind Turbine",52.8,2008,2008,2008,125581,0.271510049121351
55876,50468,"HY","WAT","Conventional Hydroelectric",1.6,1946.33333333333,1949,1941,0,0
55879,50815,"CA","NG","Natural Gas Fired Combined Cycle",129.2,1986,1986,1986,500053,0.441824116092003
55879,50815,"CT","NG","Natural Gas Fired Combined Cycle",514.4,1987,1995,1985,2437873,0.541010895346442
55880,56623,"WT","WND","Onshore Wind Turbine",100.7,2007,2007,2007,331119,0.375362190692549
55886,56488,"WT","WND","Onshore Wind Turbine",100.8,2008,2008,2008,373187,0.422631505037327
55890,56637,"WT","WND","Onshore Wind Turbine",21,2008,2008,2008,44697,0.242971298108284
55891,56636,"WT","WND","Onshore Wind Turbine",21,2008,2008,2008,40876,0.222200478364862
55893,56643,"ST","WDS","Wood/Wood Waste Biomass",37,2003,2003,2003,129834.33,0.400574879674195
55899,55172,"CA","NG","Natural Gas Fired Combined Cycle",345,2005.5,2010,2001,1657159,0.54832870094633
55899,55172,"CT","NG","Natural Gas Fired Combined Cycle",462,2000.33333333333,2001,2000,2929413,0.723826572970409
55901,56645,"WT","WND","Onshore Wind Turbine",100,2008,2008,2008,310317,0.354243150684932
55903,50189,"ST","BLQ","Wood/Wood Waste Biomass",49.5,1964,1976,1952,290091.8,0.669000046123334
55903,50189,"ST","WDS","Wood/Wood Waste Biomass",72,1978,1978,1978,152211.01,0.241328973236936
55906,4046,"GT","DFO","Petroleum Liquids",25,1969,1969,1969,17,7.76255707762557e-05
55906,4046,"ST","NUC","Nuclear",1286,1971,1972,1970,10151394,0.901115809880909
55907,56487,"WT","WND","Onshore Wind Turbine",204,2007,2007,2007,555512,0.310855940549736
55910,56667,"PV","SUN","Solar Photovoltaic",1.2,2008,2008,2008,2345,0.223078386605784
55911,55011,"CA","NG","Natural Gas Fired Combined Cycle",106.2,1997,1997,1997,293848.19,0.315859829820533
55911,55011,"CT","NG","Natural Gas Fired Combined Cycle",177.3,1997,1997,1997,576684.4,0.371300352574256
55912,55010,"CA","NG","Natural Gas Fired Combined Cycle",106.2,1997,1997,1997,125893.24,0.135323676358039
55912,55010,"CT","NG","Natural Gas Fired Combined Cycle",177.3,1997,1997,1997,238545.13,0.153588151290154
55914,50799,"CA","NG","Natural Gas Fired Combined Cycle",43.2,1991,1991,1991,13992,0.0369736174530695
55914,50799,"CT","NG","Natural Gas Fired Combined Cycle",91.8,1991,1991,1991,29143,0.036239939913053
55918,56665,"WT","WND","Onshore Wind Turbine",132,2012,2012,2012,426025,0.368431748996817
55918,56669,"WT","WND","Onshore Wind Turbine",180,2008,2008,2008,643314,0.407987062404871
55918,56670,"WT","WND","Onshore Wind Turbine",11.9,2005,2005,2005,28601,0.274365910747861
55918,56804,"WT","WND","Onshore Wind Turbine",123,2008,2008,2008,414421,0.384620596205962
55918,56805,"WT","WND","Onshore Wind Turbine",100.5,2009,2009,2009,250936,0.285031463686136
55919,10360,"ST","NG","Natural Gas Steam Turbine",90.8,1972.33333333333,1985,1963,81524.6,0.102494065938487
55920,57249,"IC","LFG","Landfill Gas",2.4,2012,2014,2010,15583,0.741200532724505
55922,56673,"WT","WND","Onshore Wind Turbine",59.8,2007,2007,2007,209372,0.399680823444969
55924,56671,"ST","BIT","Conventional Steam Coal",807.5,2011,2011,2011,5213111.2,0.736970920451814
55925,56616,"ST","WDS","Wood/Wood Waste Biomass",27.2,2008,2008,2008,176135.7,0.739221142224013
55928,54750,"WT","WND","Onshore Wind Turbine",6.5,1992,1992,1992,14093,0.247506146821215
55931,56640,"WT","WND","Onshore Wind Turbine",150,2007,2007,2007,405676,0.308733637747336
55931,56679,"WT","WND","Onshore Wind Turbine",130.5,2008,2008,2008,247125,0.216173306041043
55932,54789,"ST","BLQ","Wood/Wood Waste Biomass",40.9,1967.66666666667,1982,1957,111154.15,0.310240340065423
55934,56134,"IC","DFO","Petroleum Liquids",1.8,2000,2000,2000,11.819,0.000749556062912227
55934,56134,"IC","NG","Natural Gas Internal Combustion Engine",3,2000,2000,2000,4102.979,0.156125532724505
55937,3457,"ST","NG","Natural Gas Steam Turbine",542.8,1970.5,1971,1970,2363447,0.497052110988852
55937,3459,"ST","NG","Natural Gas Steam Turbine",1811.8,1970.25,1979,1962,5433862.7,0.342368893469044
55937,6595,"HY","WAT","Conventional Hydroelectric",81,1969,1969,1969,168970,0.238133491177631
55938,56680,"IC","LFG","Landfill Gas",5.4,2007,2007,2007,12021.485,0.254132525790631
55938,56681,"IC","LFG","Landfill Gas",14.4,2001,2001,2001,19977.65,0.158371781456114
55938,56682,"IC","LFG","Landfill Gas",10.5,2007,2007,2007,50484.254,0.548861208958469
55938,56683,"IC","LFG","Landfill Gas",14.4,2003,2003,2003,45767.345,0.362818247399797
55938,56684,"IC","LFG","Landfill Gas",14.4,2004,2004,2004,45392.679,0.35984810216895
55938,56686,"IC","LFG","Landfill Gas",10.8,2008,2008,2008,58061.589,0.613706969812278
55938,56687,"IC","LFG","Landfill Gas",14.4,2003,2003,2003,21275.639,0.168661521752917
55938,56688,"IC","LFG","Landfill Gas",5.4,2008.33333333333,2011,2007,25704.18,0.543382800608828
55938,56690,"IC","LFG","Landfill Gas",5.4,2008,2008,2008,433.218,0.00915816844241502
55938,56692,"IC","DFO","Petroleum Liquids",10.8,1997.91666666667,2000,1995,94,0.000993573482157957
55938,56693,"IC","LFG","Landfill Gas",10.8,2001,2001,2001,679.768,0.0071851006257399
55938,57356,"IC","LFG","Landfill Gas",3.6,2010,2010,2010,21061.656,0.667860730593607
55939,56694,"HY","WAT","Conventional Hydroelectric",6.1,1982,1982,1982,15332,0.286922673852833
55939,56695,"HY","WAT","Conventional Hydroelectric",92,1985,1985,1985,380050,0.471572860829859
55939,56696,"HY","WAT","Conventional Hydroelectric",2.2,1983,1983,1983,5604,0.290784557907846
55939,56697,"HY","WAT","Conventional Hydroelectric",2.3,1985,1985,1985,9043,0.448828667857852
55939,56698,"HY","WAT","Conventional Hydroelectric",26.8,1987,1987,1987,99832,0.425236829550876
55941,56703,"HY","WAT","Conventional Hydroelectric",5.5,1959.4,1974,1923,29921,0.621025321710253
55941,56704,"HY","WAT","Conventional Hydroelectric",2,1953,1953,1953,11047,0.630536529680365
55941,56705,"HY","WAT","Conventional Hydroelectric",1,1956.5,1958,1955,2541,0.290068493150685
55951,204,"ST","NUC","Nuclear",1138.3,1987,1987,1987,8914453,0.89399246332651
55951,2388,"ST","NUC","Nuclear",550,1969,1969,1969,4585091,0.951658572021586
55951,2589,"ST","NUC","Nuclear",1901.1,1978,1987,1969,15500372,0.930750017593756
55951,3166,"ST","NUC","Nuclear",2621.8,1974,1974,1974,21875435,0.952473787571786
55951,6011,"ST","NUC","Nuclear",1828.7,1976,1977,1975,14760177,0.92139318222167
55951,6022,"ST","NUC","Nuclear",2449.8,1988,1988,1988,19849269,0.924931948596307
55951,6023,"ST","NUC","Nuclear",2449.8,1986,1987,1985,19600248,0.913328121837175
55951,6026,"ST","NUC","Nuclear",2340,1984,1984,1984,19144080,0.933930453108535
55951,6105,"ST","NUC","Nuclear",2277,1988,1990,1986,19395375,0.972368864343254
55951,6122,"ST","NUC","Nuclear",614,1970,1970,1970,5070323,0.942677516993143
55951,8011,"ST","NUC","Nuclear",980.8,1974,1974,1974,7082652,0.824349426802834
55951,869,"ST","NUC","Nuclear",2018.6,1970.5,1971,1970,15443893,0.873378323599656
55951,880,"ST","NUC","Nuclear",2018.6,1972,1972,1972,15655095,0.885322154646717
55952,56707,"ST","WDS","Wood/Wood Waste Biomass",12.5,2008,2008,2008,74517.594,0.68052597260274
55953,56706,"ST","WDS","Wood/Wood Waste Biomass",12.5,2008,2008,2008,68834.074,0.628621680365297
55958,56763,"WT","WND","Onshore Wind Turbine",662.5,2007.5,2008,2007,1829154,0.315181183768416
55961,56768,"PV","SUN","Solar Photovoltaic",5,2010,2010,2010,9358,0.21365296803653
55963,50553,"WT","WND","Onshore Wind Turbine",20,2008,2008,2008,44987,0.256775114155251
55963,56771,"WT","WND","Onshore Wind Turbine",60,2008,2008,2008,173901,0.330861872146119
55963,56777,"WT","WND","Onshore Wind Turbine",600.3,2009,2009,2009,1480131,0.281467143140758
55963,56779,"WT","WND","Onshore Wind Turbine",150,2008,2008,2008,367848,0.279945205479452
55963,56879,"WT","WND","Onshore Wind Turbine",50,2009,2009,2009,159431,0.363997716894977
55963,57045,"WT","WND","Onshore Wind Turbine",25,2009,2009,2009,98369,0.449173515981735
55963,57210,"WT","WND","Onshore Wind Turbine",248.3,2011,2011,2011,751628,0.345558933165618
55963,57211,"WT","WND","Onshore Wind Turbine",124.5,2010,2010,2010,308287,0.282671324567677
55963,57415,"WT","WND","Onshore Wind Turbine",145,2011,2011,2011,442632,0.348474256022674
55963,57520,"WT","WND","Onshore Wind Turbine",225,2011,2011,2011,623201,0.316185185185185
55963,57769,"WT","WND","Onshore Wind Turbine",140.8,2012,2012,2012,409855,0.332294747561229
55963,57787,"WT","WND","Onshore Wind Turbine",470.4,2012,2012,2012,1767716,0.428983979436523
55965,10466,"ST","PUR","All Other",20.8,1966.33333333333,1995,1928,29624,0.162583421145065
55965,10477,"ST","BLQ","Wood/Wood Waste Biomass",72.3,1979.5,1991,1968,160074.67,0.252743625937084
55965,50424,"ST","PUR","All Other",10.6,1986,1986,1986,53159,0.572488584474886
55965,55861,"ST","NG","Natural Gas Steam Turbine",7.6,2002,2002,2002,11989,0.180079908675799
55968,56781,"ST","WDS","Wood/Wood Waste Biomass",21,2007,2007,2007,48384.903,0.263018607305936
55970,50318,"GT","NG","Natural Gas Fired Combustion Turbine",2.8,1986,1986,1986,0,0
55972,55802,"GT","NG","Natural Gas Fired Combustion Turbine",159.5,2008,2008,2008,60911,0.0435944232118063
55981,56783,"WT","WND","Onshore Wind Turbine",121.9,2008,2008,2008,355282,0.332709646727425
55983,3452,"ST","NG","Natural Gas Steam Turbine",927.5,1971.5,1973,1970,229144,0.0282026855715147
55983,3490,"ST","NG","Natural Gas Steam Turbine",634.7,1964.5,1969,1960,123577,0.0222261910671493
55983,3492,"GT","NG","Natural Gas Fired Combustion Turbine",536.4,1988,1988,1988,2686.535,0.000571741382598007
55983,3494,"GT","NG","Natural Gas Fired Combustion Turbine",447,1988.8,1990,1988,11542.464,0.00294772455640342
55983,3497,"ST","SUB","Conventional Steam Coal",1186.8,1971.5,1972,1971,4583490.9,0.440874245698113
55983,3504,"IC","DFO","Petroleum Liquids",10,1966,1966,1966,187,0.00213470319634703
55983,3504,"ST","NG","Natural Gas Steam Turbine",703.4,1961.5,1965,1958,129688,0.0210471512795645
55983,3507,"IC","DFO","Petroleum Liquids",4,1966,1966,1966,4,0.000114155251141553
55983,3507,"ST","NG","Natural Gas Steam Turbine",239.3,1965,1965,1965,18596.852,0.0088714095716769
55983,52071,"ST","LIG","Conventional Steam Coal",661.5,2010,2010,2010,4360518,0.752495884198428
55983,6145,"ST","NUC","Nuclear",2430,1991.5,1993,1990,20385142,0.957642388710375
55983,6146,"ST","LIG","Conventional Steam Coal",2379.6,1978,1979,1977,7595946.8,0.364396207182666
55983,6147,"ST","SUB","Conventional Steam Coal",1980,1981.33333333333,1995,1974,7189635,0.414512418707624
55983,6180,"ST","LIG","Conventional Steam Coal",1795.4,2010.5,2011,2010,12127973,0.771121646236475
55983,6648,"ST","LIG","Conventional Steam Coal",590.6,1981,1981,1981,3945379.5,0.762590226331244
55983,8063,"GT","NG","Natural Gas Fired Combustion Turbine",357.6,1990,1990,1990,9994.717,0.00319057446650935
55985,50530,"GT","OG","Other Gases",60,1982,1982,1982,284602.45,0.541481069254186
55985,50530,"ST","OG","Other Gases",23,1991,1991,1991,73590.48,0.365249553305539
55987,55411,"CA","NG","Natural Gas Fired Combined Cycle",306,2010,2010,2010,1946750,0.726247500522279
55987,55411,"CT","NG","Natural Gas Fired Combined Cycle",516.8,2010,2010,2010,3440351,0.759934466757143
55988,56785,"ST","NG","Natural Gas Steam Turbine",6.3,1976,1976,1976,8723.951,0.158076955135174
55989,10837,"ST","WDS","Wood/Wood Waste Biomass",28,1989,1989,1989,0,0
55990,56784,"WT","WND","Onshore Wind Turbine",201,2008,2008,2008,579953,0.329376519230332
55992,56797,"WT","WND","Onshore Wind Turbine",300,2008,2008,2008,931165,0.354324581430746
55993,56798,"CA","NG","Natural Gas Fired Combined Cycle",295,2011,2011,2011,1539925.7,0.595900356009597
55993,56798,"CT","NG","Natural Gas Fired Combined Cycle",398,2011,2011,2011,2442331.9,0.700515104059108
55994,54594,"IC","DFO","Petroleum Liquids",1.5,1990,1990,1990,26.496,0.00201643835616438
55994,54594,"IC","NG","Natural Gas Internal Combustion Engine",1.6,2000,2000,2000,22.504,0.00160559360730594
55997,50190,"HY","WAT","Conventional Hydroelectric",4.4,1910,1910,1910,13591.71,0.352628424657534
56019,56803,"GT","NG","Natural Gas Fired Combustion Turbine",432,2009,2009,2009,366164,0.0967582022661931
56020,56806,"CA","NG","Natural Gas Fired Combined Cycle",178.5,2009,2009,2009,420106,0.268668380594247
56020,56806,"CT","NG","Natural Gas Fired Combined Cycle",357,2009,2009,2009,829670,0.265297443178184
56023,56812,"CP","SUN","Solar Thermal with Energy Storage",280,2013,2013,2013,643670,0.262422537508154
56024,54880,"GT","NG","Natural Gas Fired Combustion Turbine",6,2002,2002,2002,2570,0.048896499238965
56026,56815,"PV","SUN","Solar Photovoltaic",1.9,2008,2008,2008,3205,0.192561884162461
56028,56813,"PV","SUN","Solar Photovoltaic",1,2007,2007,2007,1445,0.164954337899543
56030,56829,"WT","WND","Onshore Wind Turbine",132,2009.5,2010,2009,305447,0.264154386329044
56033,56823,"WT","WND","Onshore Wind Turbine",165.6,2008,2008,2008,459455,0.316722227736969
56041,56839,"WT","WND","Onshore Wind Turbine",10,2008,2008,2008,30631,0.349668949771689
56042,56838,"WT","WND","Onshore Wind Turbine",10,2008,2008,2008,29856,0.340821917808219
56043,56837,"WT","WND","Onshore Wind Turbine",10,2008,2008,2008,28566,0.326095890410959
56044,56836,"WT","WND","Onshore Wind Turbine",10,2008,2008,2008,27776,0.317077625570776
56045,56835,"WT","WND","Onshore Wind Turbine",10,2008,2008,2008,27643,0.315559360730594
56046,56834,"WT","WND","Onshore Wind Turbine",10,2008,2008,2008,29794,0.340114155251142
56065,3117,"HY","WAT","Conventional Hydroelectric",19.6,1905,1905,1905,117705,0.685543052837573
56067,56847,"ST","WDS","Wood/Wood Waste Biomass",43,2013,2013,2013,237231.5,0.629795847934586
56069,56848,"ST","OG","Other Gases",67,2008,2008,2008,183930.59,0.313382726777074
56069,57822,"ST","OG","Other Gases",67,2011,2011,2011,368840.78,0.62843450555442
56071,56858,"WT","WND","Onshore Wind Turbine",100.7,2010,2010,2010,251119,0.284672815406311
56072,56857,"WT","WND","Onshore Wind Turbine",215,2012,2012,2012,522111,0.277217266645429
56073,56854,"WT","WND","Onshore Wind Turbine",97,2009,2009,2009,199030,0.234230099326837
56074,56855,"WT","WND","Onshore Wind Turbine",103,2008,2008,2008,201811,0.223667819302212
56075,56856,"WT","WND","Onshore Wind Turbine",100.5,2009,2009,2009,280646,0.318778254844499
56076,7556,"IC","DFO","Petroleum Liquids",5.1,1996,1996,1996,81,0.00181305398871878
56079,52127,"ST","OG","Other Gases",2,1948,1948,1948,12,0.000684931506849315
56081,56873,"IC","LFG","Landfill Gas",2.5,2008.5,2010,2007,4692,0.214246575342466
56084,10838,"ST","WDS","Wood/Wood Waste Biomass",20,1987,1987,1987,139436,0.795867579908676
56090,55124,"CA","NG","Natural Gas Fired Combined Cycle",301.8,2002,2002,2002,864595,0.327031343143574
56090,55124,"CT","NG","Natural Gas Fired Combined Cycle",353.2,2002,2002,2002,1222137,0.394998177135854
56097,50846,"GT","NG","Natural Gas Fired Combustion Turbine",40.7,1971.5,1974,1969,130282,0.365414605140633
56097,50846,"ST","NG","Natural Gas Steam Turbine",44.6,1961.66666666667,1969,1958,98520,0.252165366422999
