"Utility.ID","Plant.Code","Prime.Mover","Energy.Source.1","Technology","Nameplate.Capacity","Operating.Year.avg","Operating.Year.max","Operating.Year.min","Net.Generation..Megawatthours.","cap_fac"
12739,55241,"CA","NG","Natural Gas Fired Combined Cycle",80,2001,2001,2001,490090,0.699329337899543
12739,55241,"CT","NG","Natural Gas Fired Combined Cycle",200,2001,2001,2001,1011159,0.577145547945205
12745,151,"GT","DFO","Petroleum Liquids",71.2,1980,1980,1980,1306.284,0.00209437047868247
12745,151,"GT","NG","Natural Gas Fired Combustion Turbine",71.2,1981,1981,1981,1546.716,0.00247985608742497
12745,50755,"HY","WAT","Conventional Hydroelectric",3,1989,1989,1989,4816,0.183257229832572
12745,56135,"GT","NG","Natural Gas Fired Combustion Turbine",121,2006,2006,2006,69163,0.0652505754934148
12745,7266,"CA","NG","Natural Gas Fired Combined Cycle",37.7,2003,2003,2003,64032,0.193888303477345
12745,7266,"CT","NG","Natural Gas Fired Combined Cycle",60.5,2003,2003,2003,288299,0.543980904939809
12745,7266,"GT","NG","Natural Gas Fired Combustion Turbine",50.4,1993,1993,1993,80561,0.18246946800029
12745,7266,"IC","NG","Natural Gas Internal Combustion Engine",50.4,2011,2011,2011,57498,0.130232115677321
12758,55757,"IC","LFG","Landfill Gas",5.6,2001,2001,2001,38216,0.779028049575995
1276,7173,"GT","NG","Natural Gas Fired Combustion Turbine",17.3,1987.2,2001,1977,50161.203,0.330992180695225
1276,7173,"IC","NG","Natural Gas Internal Combustion Engine",3,1994,1994,1994,0,0
12773,55618,"GT","LFG","Landfill Gas",9.8,1998,1998,1998,31749,0.369828068213587
1278,4102,"HY","WAT","Conventional Hydroelectric",0.1,1923,1923,1923,338,0.385844748858447
1278,4102,"IC","DFO","Petroleum Liquids",8.5,1978.57142857143,1998,1944,0,0
12792,2625,"ST","NG","Natural Gas Steam Turbine",1242,1973,1974,1972,1383395.8,0.127151284200619
12796,3943,"ST","BIT","Conventional Steam Coal",1152,1967.5,1968,1967,6789849.1,0.672827195506722
12802,2146,"IC","DFO","Petroleum Liquids",10.4,1992.5,2003,1985,0,0
12807,59467,"IC","NG","Natural Gas Internal Combustion Engine",12.9,2015,2015,2015,9599,0.0849438957912994
12839,1165,"IC","DFO","Petroleum Liquids",5.6,1974.5,2003,1940,123.171,0.00251082436399217
12839,1165,"IC","NG","Natural Gas Internal Combustion Engine",4.2,1970.5,1974,1967,84.829,0.00230563709502066
12850,50352,"HY","WAT","Conventional Hydroelectric",4.4,1987,1987,1987,1062,0.0275529265255293
12866,3704,"HY","WAT","Conventional Hydroelectric",1.2,1930,1940,1920,6474,0.615867579908676
12869,10748,"IC","LFG","Landfill Gas",4,2008,2016,2002,19075,0.544377853881279
12894,57910,"IC","DFO","Petroleum Liquids",11.5,2011,2011,2011,-200,-0.00198530871550526
12894,7855,"WT","WND","Onshore Wind Turbine",1.4,2000,2001,1999,1412,0.115133724722766
12897,1996,"IC","DFO","Petroleum Liquids",8.9,1990.2,2005,1963,81.34,0.00104330203683751
12900,1997,"IC","DFO","Petroleum Liquids",7,1975,1975,1975,137.219,0.00223775277234181
12900,1997,"IC","NG","Natural Gas Internal Combustion Engine",6.8,1964.5,1972,1957,155.781,0.00261517929089444
12944,55534,"IC","DFO","Petroleum Liquids",1.8,2013,2013,2013,52,0.00329781836631152
12981,50973,"CA","NG","Natural Gas Fired Combined Cycle",51.1,1965.66666666667,1978,1957,143022.96,0.319507278234994
12981,50973,"CT","NG","Natural Gas Fired Combined Cycle",206.9,2005.4,2011,1983,1338151.9,0.738313514789974
12981,50973,"GT","NG","Natural Gas Fired Combustion Turbine",18.8,1970,1970,1970,122032.54,0.740992300592636
12986,54335,"ST","NG","Natural Gas Steam Turbine",2.5,2015,2015,2015,5042.348,0.230244200913242
12989,3764,"HY","WAT","Conventional Hydroelectric",1.8,1924,1924,1924,3725,0.236237950279046
12989,3765,"HY","WAT","Conventional Hydroelectric",1.6,1930.5,1947,1914,2336,0.166666666666667
12989,678,"HY","WAT","Conventional Hydroelectric",1.8,1983,1983,1983,914,0.0579654997463217
1299,3753,"HY","WAT","Conventional Hydroelectric",1.4,1939.5,1948,1931,4091,0.333577951728637
13008,50614,"HY","WAT","Conventional Hydroelectric",3.4,1918.66666666667,1924,1916,25289,0.849080042976094
13008,50614,"ST","BLQ","Wood/Wood Waste Biomass",20,1963.5,1976,1951,55537.434,0.31699448630137
13037,7015,"HY","WAT","Conventional Hydroelectric",1.5,1993,1993,1993,3085,0.234779299847793
13038,1166,"IC","DFO","Petroleum Liquids",24,2002,2002,2002,495,0.00235445205479452
13048,1998,"IC","DFO","Petroleum Liquids",8,1975.4,1998,1954,53.782,0.000767437214611872
13048,1998,"WT","WND","Onshore Wind Turbine",1.2,2007,2007,2007,3445,0.327720700152207
13060,54626,"ST","WDS","Wood/Wood Waste Biomass",62,1989,1989,1989,250485.17,0.461196733686846
1307,2817,"ST","LIG","Conventional Steam Coal",656,1970.5,1975,1966,3763770.2,0.654960567713554
1307,55995,"WT","WND","Onshore Wind Turbine",7.1,2006,2009,2003,22225,0.357338092481832
1307,56238,"GT","NG","Natural Gas Fired Combustion Turbine",188.5,2007,2008,2006,102640,0.0621585940433366
1307,56606,"GT","NG","Natural Gas Fired Combustion Turbine",91,2010,2010,2010,95987,0.120411209794771
1307,56607,"WT","WND","Onshore Wind Turbine",115.5,2009,2009,2009,436859,0.431772717389156
1307,56608,"WT","WND","Onshore Wind Turbine",162,2011,2011,2011,658534,0.464043914538587
1307,56609,"ST","SUB","Conventional Steam Coal",483.7,2011,2011,2011,2827085.9,0.667204260726157
1307,56610,"CA","NG","Natural Gas Fired Combined Cycle",154,2012,2012,2012,253900,0.188207910810651
1307,56610,"CT","NG","Natural Gas Fired Combined Cycle",170,2012,2012,2012,466023,0.312935132957293
1307,57881,"GT","NG","Natural Gas Fired Combustion Turbine",181.5,2013.66666666667,2014,2013,305661,0.192246877240651
1307,57943,"GT","NG","Natural Gas Fired Combustion Turbine",181.5,2014.33333333333,2015,2013,657077,0.413271569996352
1307,6092,"GT","DFO","Petroleum Liquids",135,1978,1978,1978,784,0.000662946051073905
1307,6204,"ST","SUB","Conventional Steam Coal",1710,1981.33333333333,1982,1981,10261386,0.685024032684451
1307,6469,"ST","LIG","Conventional Steam Coal",869.8,1985,1986,1984,5909627.6,0.775597864832203
1307,7974,"WT","WND","Onshore Wind Turbine",2.6,2001,2001,2001,5157,0.226422550052687
1307,8026,"GT","NG","Natural Gas Fired Combustion Turbine",22.5,2002,2002,2002,370,0.00187721968543886
1307,8028,"GT","NG","Natural Gas Fired Combustion Turbine",22.5,2002,2002,2002,165,0.000837138508371385
1307,8030,"GT","NG","Natural Gas Fired Combustion Turbine",22.5,2002,2002,2002,124,0.000629122272957889
1308,55866,"IC","NG","Natural Gas Internal Combustion Engine",54.9,2006,2006,2006,92242,0.191801615224027
13095,7976,"IC","DFO","Petroleum Liquids",9.2,2003,2003,2003,49081,0.609005856660711
13100,7946,"CA","NG","Natural Gas Fired Combined Cycle",226,2004,2004,2004,1028922,0.519720572190569
13100,7946,"CT","NG","Natural Gas Fired Combined Cycle",342,2004,2004,2004,1693603,0.565303145611365
13137,6537,"HY","WAT","Conventional Hydroelectric",4.8,1983,1983,1983,8808,0.209474885844749
13137,8010,"GT","NG","Natural Gas Fired Combustion Turbine",42,2001.33333333333,2002,2001,3423,0.00930365296803653
13143,1167,"ST","SUB","Conventional Steam Coal",293.5,1977.5,2000,1958,872227.39,0.339248166126034
13157,55027,"IC","OBG","Other Waste Biomass",1.5,1987,1987,1987,7109.889,0.541087442922374
13157,55033,"IC","OBG","Other Waste Biomass",3,1990.33333333333,2001,1985,10759.888,0.409432572298326
13192,2490,"GT","NG","Natural Gas Fired Combustion Turbine",18,1970,1970,1970,416,0.00263825469304921
13192,2490,"ST","NG","Natural Gas Steam Turbine",877.5,1964,1969,1959,1094843,0.142429718091819
13193,55494,"GT","NG","Natural Gas Fired Combustion Turbine",252,2001,2001,2001,0,0
13201,6301,"IC","DFO","Petroleum Liquids",9.9,1994.5,2006,1977,22066,0.254439370877727
13206,1615,"GT","DFO","Petroleum Liquids",7.4,1988,1988,1988,291,0.00448907811921511
13334,2255,"IC","DFO","Petroleum Liquids",1.5,1953,1953,1953,-24093.12,-1.83357077625571
13334,2255,"IC","NG","Natural Gas Internal Combustion Engine",24.6,1966.66666666667,1979,1955,-80373.88,-0.372971563277277
13334,2256,"IC","NG","Natural Gas Internal Combustion Engine",4,1969.5,1970,1969,-287.137,-0.00819454908675799
13334,7555,"IC","DFO","Petroleum Liquids",4.5,1998,1998,1998,-95.144,-0.00241359715880264
13334,7555,"IC","NG","Natural Gas Internal Combustion Engine",9,1998,1998,1998,-743.856,-0.00943500761035008
13337,2226,"ST","NG","Natural Gas Steam Turbine",108.8,1958,1958,1958,2619,0.00274790995165189
13337,2265,"GT","NG","Natural Gas Fired Combustion Turbine",56.7,1973,1973,1973,4233.383,0.00852315519476859
13337,2266,"GT","DFO","Petroleum Liquids",56.7,1973,1973,1973,441,0.000887874175545408
13337,2268,"HY","WAT","Conventional Hydroelectric",1.5,1921,1921,1921,243,0.0184931506849315
13337,2271,"GT","DFO","Petroleum Liquids",56.7,1973,1973,1973,603,0.00121403203594984
13337,2274,"HY","WAT","Conventional Hydroelectric",26.2,1935,1935,1935,107591,0.468781588762243
13337,2277,"ST","SUB","Conventional Steam Coal",228.7,1963,1965,1961,513994.67,0.256559644246915
13337,2278,"HY","WAT","Conventional Hydroelectric",2.4,1939.5,1952,1927,11523,0.548087899543379
13337,56162,"WT","WND","Onshore Wind Turbine",59.4,2005,2005,2005,176314,0.338841228110634
13337,6077,"ST","SUB","Conventional Steam Coal",1362.6,1980.5,1982,1979,7752827,0.64951263264495
13337,6229,"IC","DFO","Petroleum Liquids",3.1,1990,1996,1980,33,0.00121520106053911
13337,8000,"CA","NG","Natural Gas Fired Combined Cycle",93.9,2005,2005,2005,100727,0.122454909283655
13337,8000,"CT","NG","Natural Gas Fired Combined Cycle",153.2,2005,2005,2005,158240,0.117910750265269
13337,8036,"ST","NUC","Nuclear",801,1974,1974,1974,5925356,0.844457555908995
13353,50223,"HY","WAT","Conventional Hydroelectric",1.2,1989,1989,1989,2502,0.238013698630137
13365,54349,"CA","NG","Natural Gas Fired Combined Cycle",29.7,1992,1992,1992,188367,0.724009501406762
13365,54349,"CT","NG","Natural Gas Fired Combined Cycle",66.6,1992,1992,1992,539692,0.92505519217848
13389,50328,"HY","WAT","Conventional Hydroelectric",2.5,1988,1988,1988,15568,0.710867579908676
13399,54350,"CA","NG","Natural Gas Fired Combined Cycle",29.7,1992,1992,1992,178692,0.686822563534892
13399,54350,"CT","NG","Natural Gas Fired Combined Cycle",65.1,1992,1992,1992,546861,0.958940933863603
13402,34,"HY","WAT","Conventional Hydroelectric",12.1,1980,1980,1980,74461,0.702488773161251
13402,412,"HY","WAT","Conventional Hydroelectric",44,1965,1965,1965,161362,0.418643628061436
13402,413,"HY","WAT","Conventional Hydroelectric",27.3,1965,1965,1965,90867,0.379961362838075
13402,50546,"HY","WAT","Conventional Hydroelectric",3.6,1986,1986,1986,14700,0.466133942161339
13402,839,"HY","WAT","Conventional Hydroelectric",1,1985,1985,1985,3911,0.446461187214612
13402,846,"HY","WAT","Conventional Hydroelectric",1.5,1984,1984,1984,7927,0.603272450532724
13407,10761,"CA","NG","Natural Gas Fired Combined Cycle",67.1,2000,2003,1994,85940,0.146207187527646
13407,10761,"CT","NG","Natural Gas Fired Combined Cycle",291.8,2001.2,2003,1994,280405,0.10969740643025
13407,2322,"CA","NG","Natural Gas Fired Combined Cycle",208.8,1993.5,1994,1993,252436,0.138011949124372
13407,2322,"CT","NG","Natural Gas Fired Combined Cycle",370,1980,1982,1979,395495,0.122021165000617
13407,2322,"GT","NG","Natural Gas Fired Combustion Turbine",796.8,2005.30769230769,2008,1973,259612,0.0371938667913664
13407,2324,"ST","BIT","Conventional Steam Coal",294.8,1983,1983,1983,316516.77,0.122564624728165
13407,54854,"GT","NG","Natural Gas Fired Combustion Turbine",222,1991,1991,1991,20192,0.0103829857254515
13407,55322,"CA","NG","Natural Gas Fired Combined Cycle",659.6,2006,2006,2006,2215263,0.383389787916296
13407,55322,"CT","NG","Natural Gas Fired Combined Cycle",806,2006,2006,2006,4129619,0.584885476506113
13407,55687,"CA","NG","Natural Gas Fired Combined Cycle",332.4,2004,2004,2004,1277973,0.438890880767519
13407,55687,"CT","NG","Natural Gas Fired Combined Cycle",356,2004,2004,2004,2234592,0.716546098199169
13407,55841,"CA","NG","Natural Gas Fired Combined Cycle",270.3,2004,2004,2004,970091,0.409696565797854
13407,55841,"CT","NG","Natural Gas Fired Combined Cycle",394.4,2004,2004,2004,1734611,0.502066314244167
13407,57684,"ST","WH","All Other",7.5,2010,2010,2010,21028,0.320060882800609
13407,59919,"PV","SUN","Solar Photovoltaic",15,2015,2015,2015,40566,0.308721461187215
13407,7082,"CA","NG","Natural Gas Fired Combined Cycle",223.5,2011,2011,2011,1260752,0.643943897929372
13407,7082,"CT","NG","Natural Gas Fired Combined Cycle",335,2011,2011,2011,2271929,0.774186942002317
13407,7082,"GT","NG","Natural Gas Fired Combustion Turbine",186.5,2000.5,2006,1995,32897,0.0201360069533708
13442,50103,"HY","WAT","Conventional Hydroelectric",1.7,1981,1981,1981,2804,0.188289014235831
13444,1168,"IC","DFO","Petroleum Liquids",10.6,1999,1999,1999,302.499,0.00325772163349703
13444,1168,"IC","NG","Natural Gas Internal Combustion Engine",15.9,1971,1973,1967,203.501,0.00146105080267655
13464,7898,"IC","DFO","Petroleum Liquids",1.1,2000,2000,2000,0,0
13466,4130,"IC","DFO","Petroleum Liquids",8.3,1988.25,2005,1966,39,0.000536392143918138
13468,58414,"WT","WND","Onshore Wind Turbine",1.5,2011,2011,2011,5099,0.388051750380517
13480,1999,"IC","NG","Natural Gas Internal Combustion Engine",16.9,1966,1982,1944,-1079.233,-0.00728994758315095
13487,50427,"IC","NG","Natural Gas Internal Combustion Engine",3.6,1992,1995,1991,21793,0.691051496702182
13488,2001,"GT","DFO","Petroleum Liquids",51.5,1988,2001,1975,440,0.000975307000044332
13488,2001,"ST","NG","Natural Gas Steam Turbine",27,1973,1997,1957,5699,0.0240952139353966
13491,54808,"CA","NG","Natural Gas Fired Combined Cycle",2.4,1984,1984,1984,10945.431,0.520616010273973
13491,54808,"CT","NG","Natural Gas Fired Combined Cycle",11,2010,2010,2010,82936.178,0.860690929846409
13491,54808,"IC","DFO","Petroleum Liquids",5.6,1984,1984,1984,0,0
13492,54627,"ST","AB","Other Waste Biomass",128.9,2001,2006,1996,111644.28,0.0988733966013794
135,10593,"ST","AB","Other Waste Biomass",12.1,1984,1984,1984,80270.031,0.757293020491339
13511,2522,"HY","WAT","Conventional Hydroelectric",5.5,1942.66666666667,1986,1921,23940,0.496886674968867
13511,2528,"IC","DFO","Petroleum Liquids",1.7,1967,1967,1967,120,0.008058017727639
13511,2530,"HY","WAT","Conventional Hydroelectric",15,1951,1956,1948,66265,0.504299847792999
13511,2532,"HY","WAT","Conventional Hydroelectric",12.4,1947,1985,1928,39550,0.36410001472971
13511,625,"HY","WAT","Conventional Hydroelectric",16.4,1983,1983,1983,46547,0.323999053346698
13511,6486,"HY","WAT","Conventional Hydroelectric",6,1957,1984,1943,24766,0.471194824961948
13511,6526,"HY","WAT","Conventional Hydroelectric",2.6,1926.5,1927,1926,0,0
13511,8009,"GT","NG","Natural Gas Fired Combustion Turbine",7,2000,2000,2000,245,0.00399543378995434
13525,1846,"IC","DFO","Petroleum Liquids",5.5,1970,1988,1948,28,0.00058115400581154
13538,55661,"CA","NG","Natural Gas Fired Combined Cycle",234.3,2002,2002,2002,478479.81,0.233124126661171
13538,55661,"CT","NG","Natural Gas Fired Combined Cycle",371.2,2002,2002,2002,806369.13,0.247982948674421
13542,54250,"ST","NG","Natural Gas Steam Turbine",1.8,1964,1964,1964,11147.581,0.706974949264333
13559,54890,"IC","LFG","Landfill Gas",3.2,1995,1995,1995,25826,0.921304223744292
13559,59436,"IC","LFG","Landfill Gas",9.6,2009.125,2014,2001,25826,0.307101407914764
13559,59574,"IC","LFG","Landfill Gas",4.8,2009,2009,2009,22138,0.526493531202435
1357,55122,"GT","NG","Natural Gas Fired Combustion Turbine",83.2,2001,2001,2001,527461.48,0.723707905251141
13579,2554,"ST","SUB","Conventional Steam Coal",627.2,1954.75,1960,1950,0,0
13582,55243,"GT","KER","Petroleum Liquids",144.1,1970.57142857143,1971,1970,1959.469,0.00155228088687777
13582,55243,"GT","NG","Natural Gas Fired Combustion Turbine",502.8,1970,1970,1970,46184.531,0.0104856935862367
13584,341,"GT","NG","Natural Gas Fired Combustion Turbine",252,1976,1976,1976,25032,0.0113394216133942
13584,57901,"CA","NG","Natural Gas Fired Combined Cycle",141.4,2013,2013,2013,323026,0.260785814393572
13584,57901,"CT","NG","Natural Gas Fired Combined Cycle",396,2013,2013,2013,861661,0.248391737004751
13587,54149,"GT","NG","Natural Gas Fired Combustion Turbine",47,1995,1995,1995,285095,0.692448751578743
1361,55944,"WT","WND","Onshore Wind Turbine",1.8,2001,2001,2001,2400,0.15220700152207
1362,54863,"IC","DFO","Petroleum Liquids",5.6,1997.2,2006,1992,30,0.000611545988258317
13630,56059,"IC","DFO","Petroleum Liquids",1.8,2002,2002,2002,-46,-0.00291730086250634
13630,56062,"IC","DFO","Petroleum Liquids",1.8,2002,2002,2002,-47,-0.00298072044647387
13630,56063,"IC","DFO","Petroleum Liquids",1.8,2002,2002,2002,-38,-0.00240994419076611
13630,56064,"IC","DFO","Petroleum Liquids",1.8,2002,2002,2002,-35,-0.00221968543886352
13630,56067,"IC","DFO","Petroleum Liquids",1.8,2002,2002,2002,-30,-0.00190258751902588
13630,56260,"IC","DFO","Petroleum Liquids",3.6,2005,2005,2005,-24,-0.00076103500761035
13630,56261,"IC","DFO","Petroleum Liquids",3.6,2005,2005,2005,-61,-0.00193429731100964
13630,56262,"IC","DFO","Petroleum Liquids",5.4,2005,2005,2005,-82,-0.0017334686284458
13630,56263,"IC","DFO","Petroleum Liquids",3.6,2006,2006,2006,90,0.00285388127853881
13630,56339,"IC","DFO","Petroleum Liquids",1.8,2006,2006,2006,81,0.00513698630136986
13630,56340,"IC","DFO","Petroleum Liquids",1.8,2006,2006,2006,50,0.00317097919837646
13630,56341,"IC","DFO","Petroleum Liquids",1.8,2006,2006,2006,58,0.00367833587011669
13630,56342,"IC","DFO","Petroleum Liquids",1.8,2006,2006,2006,60,0.00380517503805175
13630,56343,"IC","DFO","Petroleum Liquids",1.8,2006,2006,2006,-24,-0.0015220700152207
13630,56344,"IC","DFO","Petroleum Liquids",1.8,2006,2006,2006,-28,-0.00177574835109082
13630,56345,"IC","DFO","Petroleum Liquids",1.8,2006,2006,2006,-33,-0.00209284627092846
13630,56546,"IC","DFO","Petroleum Liquids",2.2,2007,2007,2007,-26,-0.00134910751349108
13630,56547,"IC","DFO","Petroleum Liquids",1,2007,2007,2007,-32,-0.00365296803652968
13630,56548,"IC","DFO","Petroleum Liquids",2.2,2007,2007,2007,6,0.000311332503113325
13630,56549,"IC","DFO","Petroleum Liquids",2.2,2007,2007,2007,36,0.00186799501867995
13630,56550,"IC","DFO","Petroleum Liquids",2.2,2007,2007,2007,-70,-0.00363221253632213
13630,56551,"IC","DFO","Petroleum Liquids",2.2,2007,2007,2007,-48,-0.0024906600249066
13630,56552,"IC","DFO","Petroleum Liquids",2.2,2007,2007,2007,-48,-0.0024906600249066
13630,56954,"IC","DFO","Petroleum Liquids",11.8,2011,2013,2008,-34,-0.00032892191006888
13630,57196,"IC","DFO","Petroleum Liquids",1.8,2007,2007,2007,-30,-0.00190258751902588
13630,57505,"GT","NG","Natural Gas Fired Combustion Turbine",30,2010,2010,2010,404.459,0.00153903729071537
13642,90,"IC","DFO","Petroleum Liquids",16.6,2003.4,2013,1991,30159,0.207398085492656
13642,90,"WT","WND","Onshore Wind Turbine",2.6,2013.66666666667,2015,2013,1688,0.0741131015103618
1366,7398,"IC","NG","Natural Gas Internal Combustion Engine",12.6,1982,1984,1980,689.599,0.00624772595491774
1366,7399,"IC","NG","Natural Gas Internal Combustion Engine",15.4,1993,1993,1993,1564.692,0.0115985589752713
13681,2002,"IC","DFO","Petroleum Liquids",11,2007.8,2011,2003,350,0.00363221253632213
13683,2783,"IC","DFO","Petroleum Liquids",15,1991,1991,1991,-6,-4.5662100456621e-05
13683,56249,"GT","NG","Natural Gas Fired Combustion Turbine",343.8,2007,2007,2007,251316.17,0.0834469473597531
13683,56292,"GT","NG","Natural Gas Fired Combustion Turbine",343.8,2008,2013,2007,50338,0.016714214752657
13683,6377,"IC","DFO","Petroleum Liquids",3,1991,1991,1991,-60,-0.00228310502283105
13697,8013,"IC","DFO","Petroleum Liquids",5.6,2002,2002,2002,-73,-0.00148809523809524
13718,7166,"HY","WAT","Conventional Hydroelectric",45.4,1988,1988,1988,147872,0.371814213585984
13756,55364,"CA","NG","Natural Gas Fired Combined Cycle",213,2003,2003,2003,1293181,0.693067614208845
13756,55364,"CT","NG","Natural Gas Fired Combined Cycle",406.4,2002,2002,2002,2542079,0.714054297900262
13756,6085,"GT","NG","Natural Gas Fired Combustion Turbine",258,1979,1979,1979,8409,0.0037206647552299
13756,6085,"ST","BIT","Conventional Steam Coal",847,1984.5,1986,1983,3055933.1,0.411866364229378
13756,6085,"ST","SUB","Conventional Steam Coal",1096.4,1977.5,1979,1976,1343459,0.139878602283272
13756,995,"GT","NG","Natural Gas Fired Combustion Turbine",37.5,1968,1968,1968,1411,0.00429528158295282
13756,995,"ST","BIT","Conventional Steam Coal",603.5,1965,1968,1962,1746972.9,0.330449262861618
13756,997,"ST","SUB","Conventional Steam Coal",540,1974,1974,1974,1282465.4,0.27111140706917
13756,998,"HY","WAT","Conventional Hydroelectric",7.3,1923,1923,1923,23285,0.364123975730281
13756,999,"HY","WAT","Conventional Hydroelectric",11.8,1925,1925,1925,16266,0.157360111446482
13763,2735,"HY","WAT","Conventional Hydroelectric",5.4,1996,1996,1996,12406,0.262261119567056
13763,3253,"HY","WAT","Conventional Hydroelectric",1.4,1996,1996,1996,2295,0.187133072407045
13763,3261,"HY","WAT","Conventional Hydroelectric",4,1996,1996,1996,8387,0.23935502283105
13763,3267,"HY","WAT","Conventional Hydroelectric",2.4,1996,1996,1996,5258,0.250095129375951
13765,54995,"ST","BFG","Other Gases",90,1996,1996,1996,551735.79,0.699817085235921
13781,1756,"HY","WAT","Conventional Hydroelectric",1.6,1913,1913,1913,6825,0.486943493150685
13781,1757,"HY","WAT","Conventional Hydroelectric",1.4,1917,1917,1917,13819,1.12679386823222
13781,1904,"CA","NG","Natural Gas Fired Combined Cycle",136.9,1954,1954,1954,350441,0.292218264173096
13781,1904,"CT","NG","Natural Gas Fired Combined Cycle",187.9,2002,2002,2002,793541,0.482101501575938
13781,1910,"GT","NG","Natural Gas Fired Combustion Turbine",72,1969,1969,1969,-242.124,-0.000383885083713851
13781,1911,"HY","WAT","Conventional Hydroelectric",13.7,1954.6,1955,1954,93614,0.780038662800387
13781,1912,"CA","NG","Natural Gas Fired Combined Cycle",250,2008,2008,2008,764462,0.349069406392694
13781,1912,"CT","NG","Natural Gas Fired Combined Cycle",394,2008,2008,2008,1361065,0.394346997195374
13781,1913,"GT","DFO","Petroleum Liquids",3.6,1997,1997,1997,-584.08,-0.0185210553018772
13781,1913,"GT","NG","Natural Gas Fired Combustion Turbine",280.8,1972,1972,1972,18019.08,0.00732540100690786
13781,1915,"ST","SUB","Conventional Steam Coal",598.4,1958,1958,1958,2707114.4,0.516429351940029
13781,1922,"ST","NUC","Nuclear",685,1971,1971,1971,5597758,0.932866380028664
13781,1925,"ST","NUC","Nuclear",1186.2,1974,1974,1974,8263058,0.795204401607836
13781,1927,"CA","NG","Natural Gas Fired Combined Cycle",164.7,1987,1987,1987,838670.25,0.581290910829986
13781,1927,"CT","NG","Natural Gas Fired Combined Cycle",421.2,2009,2009,2009,1593902.8,0.43198569427641
13781,3982,"ST","NG","Natural Gas Steam Turbine",27.2,1957,1957,1957,2120.438,0.00889923280956218
13781,3982,"ST","WDS","Wood/Wood Waste Biomass",40,1950.5,1952,1949,138847.65,0.39625470890411
13781,3983,"HY","WAT","Conventional Hydroelectric",7.7,1945.66666666667,1993,1922,52712,0.781474233529028
13781,3984,"GT","NG","Natural Gas Fired Combustion Turbine",16.3,1969,1969,1969,1350,0.00945457601479116
13781,3986,"HY","WAT","Conventional Hydroelectric",3.4,1954.33333333333,1983,1940,15881,0.533205748052646
13781,3988,"HY","WAT","Conventional Hydroelectric",1.4,1928,1929,1927,11683,0.952625570776256
13781,3989,"HY","WAT","Conventional Hydroelectric",1,1907,1907,1907,3648,0.416438356164384
13781,3998,"HY","WAT","Conventional Hydroelectric",6,1912,1915,1910,42750,0.813356164383562
13781,4000,"HY","WAT","Conventional Hydroelectric",21.6,1928,1928,1928,95223,0.503250253678336
13781,4002,"HY","WAT","Conventional Hydroelectric",12.3,1923.8,1924,1923,68884,0.639306530051602
13781,4005,"GT","DFO","Petroleum Liquids",157.6,1974,1974,1974,1814,0.00131394432468767
13781,4005,"ST","WDS","Wood/Wood Waste Biomass",30.4,1944,1948,1940,35523.126,0.133393137166546
13781,4007,"HY","WAT","Conventional Hydroelectric",33.9,1950,1950,1950,141162,0.475350547541116
13781,4008,"HY","WAT","Conventional Hydroelectric",59.8,1988,1988,1988,192427,0.367333654037049
13781,4009,"HY","WAT","Conventional Hydroelectric",5.4,1958,1958,1958,31732,0.670810079485879
13781,4011,"HY","WAT","Conventional Hydroelectric",23.2,1916.75,1923,1910,149207,0.734170799874036
13781,4012,"HY","WAT","Conventional Hydroelectric",1.2,1927,1927,1927,9868,0.938736681887367
13781,4014,"GT","DFO","Petroleum Liquids",106.2,1973,1973,1973,122.212,0.000131366681285418
13781,4014,"GT","NG","Natural Gas Fired Combustion Turbine",194,1973,1973,1973,12832.088,0.00755077437273455
13781,4015,"HY","WAT","Conventional Hydroelectric",39.4,1917,1917,1917,198973,0.576492710289039
13781,56994,"WT","WND","Onshore Wind Turbine",100.5,2008,2008,2008,311843,0.354214089370499
13781,57047,"WT","WND","Onshore Wind Turbine",201,2010,2010,2010,721617,0.40983268588564
13781,58579,"BA","MWH","Batteries",1.1,2013,2013,2013,-647,-0.0671440431714404
13781,58658,"WT","WND","Onshore Wind Turbine",200,2016,2016,2016,86382,0.0493047945205479
13781,59200,"WT","WND","Onshore Wind Turbine",150,2015,2015,2015,622257,0.473559360730594
13781,59201,"WT","WND","Onshore Wind Turbine",200,2015,2015,2015,802872,0.458260273972603
13781,6086,"HY","WAT","Conventional Hydroelectric",35.3,1976.25,1977,1976,123881,0.400613786591124
13781,6090,"ST","SUB","Conventional Steam Coal",2469.3,1980,1987,1976,11756330,0.543492813207374
13781,6231,"HY","WAT","Conventional Hydroelectric",2.4,1901,1901,1901,15095,0.71798896499239
13781,7237,"GT","NG","Natural Gas Fired Combustion Turbine",405.7,1997.66666666667,2005,1994,65345.96,0.0183869471897605
13781,7378,"IC","DFO","Petroleum Liquids",4.8,1992,1992,1992,5,0.000118911719939117
13781,8027,"GT","DFO","Petroleum Liquids",226.8,1974,1974,1974,2144.972,0.00107962882430158
13781,8027,"GT","NG","Natural Gas Fired Combustion Turbine",332.6,2005,2005,2005,195363.03,0.0670526631191361
13788,7431,"HY","WAT","Conventional Hydroelectric",6.5,1991,1991,1991,42540,0.747102212855637
13808,55804,"WT","WND","Onshore Wind Turbine",80,2001,2001,2001,178852,0.255211187214612
13809,3338,"GT","DFO","Petroleum Liquids",28.8,1978,1978,1978,64.536,0.000255802891933029
